,child,session,trial_num,trial_type,stim_type,confidence,iCatcher_on(s),iCatcher_off(s),parentEnded
355,McQWFL,,9,fam,pit,0.8436094044340934,10.923,5.414,False
356,McQWFL,,10,testA,pit,0.9023236740997422,13.196,2.558,False
357,McQWFL,,11,fam,pit-bridge,0.9331697031248326,19.914,2.037,False
358,McQWFL,,12,testB,pit-bridge,0.8109756176072266,3.868,2.005,False
359,352KHV,,1,fam,barrier-around,0.9715600642551672,2.828,6.604,False
360,352KHV,,2,testB,barrier-around,0.9547052121743924,0.815,3.813,False
361,352KHV,,3,fam,barrier-jump,0.9863650487326464,20.852,7.205,False
362,352KHV,,4,testA,barrier-jump,0.9527138573254724,2.364,2.605,False
363,352KHV,,5,fam,pit-bridge,0.9203736335246387,0.102,4.241,False
364,352KHV,,6,testA,pit-bridge,0.9111076029598848,0.876,3.644,False
365,352KHV,,7,fam,pit,0.8927290356057322,10.426,6.609,False
366,352KHV,,8,testB,pit,0.7991154012472733,2.759,7.97,False
367,352KHV,,9,fam,barrier-around,0.8389175943299836,0.353,5.881,False
368,352KHV,,10,testB,barrier-around,0.9473378458830316,0.325,5.227,False
369,352KHV,,11,fam,barrier-jump,0.8035715094759317,0.0,4.918,False
370,352KHV,,12,testA,barrier-jump,0.9709791656430452,3.52,4.94,False
371,JYVEQP,,1,fam,pit-bridge,0.9107525128685584,28.87,0.549,False
372,JYVEQP,,2,testB,pit-bridge,0.8804970034537558,44.996,0.0,False
373,JYVEQP,,3,fam,barrier-around,0.8466490274581513,37.182,0.608,False
374,JYVEQP,,4,testA,barrier-around,0.8355457567478586,30.011,2.682,False
375,JYVEQP,,5,fam,pit,0.8862948204454608,29.6,0.718,False
376,JYVEQP,,6,testA,pit,0.9121127288347064,42.903,1.075,False
377,JYVEQP,,7,fam,barrier-jump,0.8959500271811525,32.452,0.0,False
378,JYVEQP,,8,testB,barrier-jump,0.8937878725503576,35.956,5.592,False
379,JYVEQP,,9,fam,pit-bridge,0.8474876792969243,25.604,3.232,False
380,JYVEQP,,10,testB,pit-bridge,0.8966372751681947,40.424,3.178,False
381,JYVEQP,,11,fam,barrier-around,0.8319781595568577,10.389,2.256,False
382,JYVEQP,,12,testA,barrier-around,0.8180368073945921,10.614,3.858,False
383,RKN6KW,,1,fam,pit,0.8781303088659438,28.091,2.327,False
384,RKN6KW,,2,testA,pit,0.8524083707571855,37.59,5.908,False
385,RKN6KW,,3,fam,pit-bridge,0.856534426153843,22.049,4.055,False
386,RKN6KW,,4,testB,pit-bridge,0.8773074929487138,13.345,3.582,False
387,RKN6KW,,5,fam,barrier-jump,0.8431341247436143,18.725,6.452,False
388,RKN6KW,,6,testB,barrier-jump,0.9029066314299902,23.955,3.739,False
389,RKN6KW,,7,fam,barrier-around,0.9086950337293588,13.068,3.068,False
390,RKN6KW,,8,testA,barrier-around,0.8993149961839709,26.35,3.091,False
391,JYcJHJ,,1,fam,pit,0.8527650771409097,14.199,11.415,False
392,JYcJHJ,,2,testA,pit,0.8219711501046089,0.032,6.712,False
393,JYcJHJ,,3,fam,pit-bridge,0.7972718532650899,2.662,3.506,False
394,JYcJHJ,,4,testB,pit-bridge,0.7868282956253622,1.82,5.314,False
395,JYcJHJ,,5,fam,barrier-jump,0.8844093223113311,15.806,8.508,False
396,JYcJHJ,,6,testB,barrier-jump,0.7501092714742875,1.292,3.402,False
397,JYcJHJ,,7,fam,barrier-around,0.816054766997695,6.292,8.422,False
398,JYcJHJ,,8,testA,barrier-around,0.8532623184667663,6.65,7.697,False
399,JYcJHJ,,9,fam,pit,0.7556411623954773,0.138,6.345,False
400,JYcJHJ,,10,testA,pit,0.6595040393711457,0.0,7.909,False
401,JYcJHJ,,11,fam,pit-bridge,0.8588176885199162,8.008,2.004,False
402,JYcJHJ,,12,testB,pit-bridge,0.8257295759444568,3.026,2.064,False
403,KDTDKK,,1,fam,pit-bridge,0.9041079627787508,29.765,0.0,False
404,KDTDKK,,2,testB,pit-bridge,0.8334858588183434,4.863,2.024,False
405,KDTDKK,,3,fam,barrier-around,0.8848302635133908,22.134,3.922,False
406,KDTDKK,,4,testA,barrier-around,0.8882018502699126,18.795,3.97,False
407,KDTDKK,,5,fam,pit,0.8869101282598127,30.893,0.0,False
408,KDTDKK,,6,testA,pit,0.878212794876236,15.706,2.815,False
409,KDTDKK,,7,fam,barrier-jump,0.8442929809152476,29.384,2.61,False
410,KDTDKK,,8,testB,barrier-jump,0.8270771611137551,2.977,2.027,False
411,FCKcA5,,1,fam,pit,0.8798836423585789,28.208,1.665,False
412,FCKcA5,,2,testB,pit,0.8976066413975546,39.578,2.944,False
413,FCKcA5,,3,fam,pit-bridge,0.8562075004726648,26.525,2.451,False
414,FCKcA5,,4,testA,pit-bridge,0.7989847224403694,30.931,4.417,False
415,FCKcA5,,5,fam,barrier-jump,0.8110112156136026,11.904,4.606,False
416,FCKcA5,,6,testA,barrier-jump,0.6872230454413455,37.322,4.641,False
417,FCKcA5,,7,fam,barrier-around,0.8867457204055998,29.006,6.353,False
418,FCKcA5,,8,testB,barrier-around,0.9076352507246207,4.783,2.433,False
419,FCKcA5,,9,fam,pit,0.8926448000379767,3.253,2.048,False
420,FCKcA5,,10,testB,pit,0.9140819283916355,5.264,3.537,False
421,FCKcA5,,11,fam,pit-bridge,0.7862952766175441,23.175,4.05,False
422,FCKcA5,,12,testA,pit-bridge,0.8346619510092731,33.436,8.126,False
